Time,Voltage,Total PDP
15:22.2,12.31,2.5
15:22.2,12.31,2.5
15:22.2,12.3,2.5
15:22.2,12.29,2.5
15:22.2,12.3,2.38
15:22.3,12.32,2.38
15:22.3,12.31,2.38
15:22.3,12.31,2.38
15:22.3,12.3,2.44
15:22.3,12.29,2.44
15:22.4,12.31,2.44
15:22.4,12.29,2.44
15:22.4,12.3,2.44
15:22.4,12.29,2.69
15:22.4,12.3,2.69
15:22.5,12.3,2.69
15:22.5,12.29,2.69
15:22.5,12.28,2.63
15:22.5,12.3,2.63
15:22.5,12.3,2.63
15:22.6,12.3,2.63
15:22.6,12.32,2.63
15:22.6,12.3,2.63
15:22.6,12.31,2.63
15:22.6,12.3,2.63
15:22.7,12.3,2.56
15:22.7,12.3,2.56
15:22.7,12.3,2.56
15:22.7,12.3,2.56
15:22.7,12.3,2.5
15:22.8,12.3,2.5
15:22.8,12.3,2.63
15:22.8,12.3,2.63
15:22.8,12.3,2.63
15:22.8,12.3,2.63
15:22.9,12.28,2.63
15:22.9,12.29,2.63
15:22.9,12.3,2.63
15:22.9,12.29,2.63
15:22.9,12.3,2.5
15:23.0,12.3,2.5
15:23.0,12.32,2.5
15:23.0,12.32,2.5
15:23.0,12.32,2.5
15:23.0,12.3,2.38
15:23.1,12.31,2.38
15:23.1,12.32,2.38
15:23.1,12.32,2.38
15:23.1,12.32,2.44
15:23.1,12.31,2.44
15:23.2,12.28,2.44
15:23.2,12.3,2.44
15:23.2,12.3,2.5
15:23.2,12.3,2.5
15:23.2,12.3,2.5
15:23.3,12.3,2.5
15:23.3,12.31,2.5
15:23.3,12.31,2.5
15:23.3,12.31,2.5
15:23.3,12.3,2.5
15:23.4,12.3,2.5
15:23.4,12.31,2.63
15:23.4,12.31,2.63
15:23.4,12.3,2.63
15:23.4,12.31,2.63
15:23.5,12.31,2.5
15:23.5,12.31,2.5
15:23.5,12.3,2.5
15:23.5,12.31,2.5
15:23.5,12.3,2.56
15:23.6,12.3,2.56
15:23.6,12.29,2.56
15:23.6,12.29,2.56
15:23.6,12.29,2.63
15:23.6,12.3,2.63
15:23.7,12.29,2.56
15:23.7,12.29,2.56
15:23.7,12.3,2.56
15:23.7,12.3,2.56
15:23.7,12.31,2.63
15:23.8,12.31,2.63
15:23.8,12.31,2.63
15:23.8,12.3,2.63
15:23.8,12.31,2.63
15:23.8,12.31,2.56
15:23.9,12.3,2.56
15:23.9,12.3,2.56
15:23.9,12.31,2.56
15:23.9,12.32,2.56
15:23.9,12.3,2.56
15:24.0,12.3,2.56
15:24.0,12.32,2.56
15:24.0,12.3,2.44
15:24.0,12.31,2.44
15:24.0,12.3,2.44
15:24.1,12.3,2.44
15:24.1,12.3,2.44
15:24.1,12.3,2.44
15:24.1,12.3,2.44
15:24.1,12.3,2.44
15:24.2,12.31,2.5
15:24.2,12.31,2.5
15:24.2,12.32,2.5
15:24.2,12.32,2.5
15:24.2,12.32,2.38
15:24.3,12.31,2.38
15:24.3,12.32,2.38
15:24.3,12.3,2.38
15:24.3,12.3,2.44
15:24.3,12.29,2.44
15:24.4,12.3,2.44
15:24.4,12.3,2.44
15:24.4,12.31,2.44
15:24.4,12.3,2.5
15:24.4,12.31,2.5
15:24.5,12.3,2.5
15:24.5,12.29,2.5
15:24.5,12.29,2.63
15:24.5,12.3,2.63
15:24.5,12.31,2.63
15:24.6,12.32,2.63
15:24.6,12.3,2.63
15:24.6,12.3,2.63
15:24.6,12.29,2.63
15:24.6,12.3,2.63
15:24.7,12.3,2.5
15:24.7,12.3,2.5
15:24.7,12.3,2.5
15:24.7,12.31,2.56
15:24.7,12.3,2.56
15:24.8,12.3,2.56
15:24.8,12.29,2.56
15:24.8,12.3,2.63
15:24.8,12.3,2.63
15:24.8,12.29,2.63
15:24.9,12.3,2.63
15:24.9,12.3,2.75
15:24.9,12.3,2.75
15:24.9,12.32,2.75
15:24.9,12.32,2.75
15:25.0,12.31,2.69
15:25.0,12.3,2.69
15:25.0,12.31,2.69
15:25.0,12.31,2.69
15:25.0,12.31,2.31
15:25.1,12.32,2.31
15:25.1,12.31,2.31
15:25.1,12.3,2.31
15:25.1,12.32,2.31
15:25.1,12.31,2.44
15:25.2,12.3,2.44
15:25.2,12.3,2.44
15:25.2,12.3,2.44
15:25.2,12.31,2.5
15:25.2,12.3,2.5
15:25.3,12.3,2.5
15:25.3,12.29,2.5
15:25.3,12.3,2.5
15:25.3,12.31,2.5
15:25.3,12.31,2.5
15:25.4,12.3,2.5
15:25.4,12.31,2.5
15:25.4,12.32,2.5
15:25.4,12.32,2.44
15:25.4,12.31,2.44
15:25.5,12.32,2.44
15:25.5,12.32,2.44
15:25.5,12.3,2.56
15:25.5,12.3,2.56
15:25.5,12.3,2.56
15:25.6,12.29,2.56
15:25.6,12.3,2.56
15:25.6,12.3,2.63
15:25.6,12.3,2.63
15:25.6,12.3,2.63
15:25.7,12.3,2.63
15:25.7,12.3,2.56
15:25.7,12.31,2.56
15:25.7,12.29,2.56
15:25.7,12.31,2.56
15:25.8,12.31,2.63
15:25.8,12.31,2.63
15:25.8,12.31,2.63
15:25.8,12.31,2.63
15:25.8,12.3,2.5
15:25.9,12.31,2.5
15:25.9,12.3,2.5
15:25.9,12.3,2.5
15:25.9,12.31,2.56
15:25.9,12.29,2.56
15:26.0,12.3,2.56
15:26.0,12.29,2.56
15:26.0,12.3,2.56
15:26.0,12.31,2.56
15:26.0,12.3,2.56
15:26.1,12.29,2.5
15:26.1,12.3,2.5
15:26.1,12.3,2.5
15:26.1,12.31,2.5
15:26.1,12.31,2.5
15:26.2,12.31,2.5
15:26.2,12.32,2.5
15:26.2,12.32,2.5
15:26.2,12.32,2.5
15:26.2,12.31,2.5
15:26.3,12.31,2.31
15:26.3,12.3,2.31
15:26.3,12.32,2.31
15:26.3,12.32,2.31
15:26.3,12.31,2.38
15:26.4,12.3,2.38
15:26.4,12.31,2.38
15:26.4,12.3,2.38
15:26.4,12.3,2.5
15:26.4,12.31,2.5
15:26.5,12.3,2.5
15:26.5,12.3,2.5
15:26.5,12.31,2.5
15:26.5,12.31,2.5
15:26.5,12.32,2.5
15:26.6,12.3,2.63
15:26.6,12.31,2.63
15:26.6,12.32,2.63
15:26.6,12.31,2.63
15:26.6,12.31,2.56
15:26.7,12.31,2.56
15:26.7,12.32,2.56
15:26.7,12.32,2.56
15:26.7,12.3,2.63
15:26.7,12.31,2.63
15:26.8,12.3,2.63
15:26.8,12.3,2.63
15:26.8,12.3,2.63
15:26.8,12.32,2.63
15:26.8,12.3,2.63
15:26.9,12.3,2.63
15:26.9,12.3,2.56
15:26.9,12.3,2.56
15:26.9,12.3,2.56
15:26.9,12.3,2.56
15:27.0,12.3,2.56
15:27.0,12.31,2.56
15:27.0,12.32,2.56
15:27.0,12.32,2.56
15:27.0,12.32,2.56
15:27.1,12.3,2.56
15:27.1,12.32,2.56
15:27.1,12.31,2.56
15:27.1,12.31,2.56
15:27.1,12.3,2.5
15:27.2,12.3,2.5
15:27.2,12.3,2.5
15:27.2,12.3,2.5
15:27.2,12.3,2.5
15:27.2,12.3,2.5
15:27.3,12.32,2.5
15:27.3,12.3,2.5
15:27.3,12.32,2.44
15:27.3,12.29,2.44
15:27.3,12.3,2.5
15:27.4,12.32,2.5
15:27.4,12.32,2.5
15:27.4,12.33,2.5
15:27.4,12.31,2.5
15:27.4,12.32,2.44
15:27.5,12.32,2.44
15:27.5,12.3,2.44
15:27.5,12.32,2.44
15:27.5,12.3,2.44
15:27.5,12.32,2.44
15:27.6,12.32,2.44
15:27.6,12.3,2.44
15:27.6,12.3,2.63
15:27.6,12.3,2.63
15:27.6,12.3,2.63
15:27.7,12.3,2.63
15:27.7,12.29,2.63
15:27.7,12.3,2.63
15:27.7,12.3,2.63
15:27.7,12.3,2.63
15:27.8,12.31,2.63
15:27.8,12.32,2.56
15:27.8,12.32,2.56
15:27.8,12.32,2.56
15:27.8,12.32,2.56
15:27.9,12.32,2.56
15:27.9,12.3,2.56
15:27.9,12.31,2.56
15:27.9,12.3,2.56
15:27.9,12.3,2.56
15:28.0,12.3,2.56
15:28.0,12.3,2.56
15:28.0,12.3,2.56
15:28.0,12.31,2.56
15:28.0,12.31,2.56
15:28.1,12.3,2.63
15:28.1,12.3,2.63
15:28.1,12.3,2.63
15:28.1,12.31,2.63
15:28.1,12.3,2.63
15:28.2,12.32,2.44
15:28.2,12.33,2.44
15:28.2,12.32,2.44
15:28.2,12.31,2.44
15:28.2,12.33,2.38
15:28.3,12.32,2.38
15:28.3,12.32,2.38
15:28.3,12.32,2.38
15:28.3,12.33,2.44
15:28.3,12.31,2.44
15:28.4,12.3,2.44
15:28.4,12.3,2.44
15:28.4,12.3,2.5
15:28.4,12.3,2.5
15:28.4,12.3,2.5
15:28.5,12.3,2.5
15:28.5,12.3,2.5
15:28.5,12.29,2.5
15:28.5,12.3,2.5
15:28.5,12.3,2.5
15:28.6,12.33,2.44
15:28.6,12.3,2.44
15:28.6,12.3,2.44
15:28.6,12.32,2.44
15:28.6,12.32,2.44
15:28.7,12.32,2.56
15:28.7,12.3,2.56
15:28.7,12.32,2.56
15:28.7,12.31,2.56
15:28.7,12.32,2.56
15:28.8,12.31,2.56
15:28.8,12.31,2.56
15:28.8,12.3,2.56
15:28.8,12.3,2.56
15:28.8,12.3,2.56
15:28.9,12.3,2.56
15:28.9,12.3,2.56
15:28.9,12.3,2.56
15:28.9,12.3,2.56
15:28.9,12.3,2.56
15:29.0,12.32,2.56
15:29.0,12.3,2.56
15:29.0,12.32,2.56
15:29.0,12.32,2.56
15:29.0,12.33,2.56
15:29.1,12.32,2.56
15:29.1,12.32,2.56
15:29.1,12.32,2.56
15:29.1,12.31,2.56
15:29.1,12.32,2.56
15:29.2,12.3,2.56
15:29.2,12.3,2.56
15:29.2,12.3,2.44
15:29.2,12.31,2.44
15:29.2,12.32,2.44
15:29.3,12.3,2.44
15:29.3,12.3,2.5
15:29.3,12.3,2.5
15:29.3,12.3,2.5
15:29.3,12.32,2.5
15:29.4,12.32,2.44
15:29.4,12.32,2.44
15:29.4,12.32,2.44
15:29.4,12.32,2.44
15:29.4,12.31,2.44
15:29.5,12.31,2.44
15:29.5,12.3,2.44
15:29.5,12.32,2.44
15:29.5,12.32,2.44
15:29.5,12.32,2.38
15:29.6,12.29,2.38
15:29.6,12.32,2.38
15:29.6,12.3,2.38
15:29.6,12.32,2.44
15:29.6,12.31,2.44
15:29.7,12.32,2.44
15:29.7,12.32,2.44
15:29.7,12.31,2.63
15:29.7,12.3,2.63
15:29.7,12.3,2.63
15:29.8,12.32,2.63
15:29.8,12.32,2.56
15:29.8,12.32,2.56
15:29.8,12.32,2.56
15:29.8,12.32,2.56
15:29.9,12.33,2.5
15:29.9,12.33,2.5
15:29.9,12.32,2.5
15:29.9,12.32,2.5
15:29.9,12.31,2.63
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
